Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A883972,Ninja,07/22/2023 02:34:00 PM,Jul 2023,06/26/2016,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White
A881023,*Alejandro,07/22/2023 03:13:00 PM,Jul 2023,03/13/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black
A882594,,07/22/2023 04:02:00 PM,Jul 2023,05/25/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,White/Silver Tabby
A885187,Cupcake,07/22/2023 04:23:00 PM,Jul 2023,03/30/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby/Black
A885192,*Diamond,07/22/2023 04:30:00 PM,Jul 2023,03/30/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby/Brown
A883747,*Beaches,07/22/2023 04:50:00 PM,Jul 2023,05/16/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Agouti
A880276,*Coral,07/22/2023 06:52:00 PM,Jul 2023,04/12/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A880277,*Urchin,07/22/2023 07:09:00 PM,Jul 2023,04/12/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A880278,*Starfish,07/23/2023 01:01:00 PM,Jul 2023,04/12/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby
A881979,Frank,07/23/2023 01:17:00 PM,Jul 2023,05/05/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A885611,Snow,07/23/2023 03:15:00 PM,Jul 2023,07/22/2021,Return to Owner,,Cat,Intact Female,2 years,Domestic Shorthair,Black/White
A885326,,07/23/2023 05:01:00 PM,Jul 2023,05/04/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A880902,Kiwi,07/23/2023 05:46:00 PM,Jul 2023,05/15/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue
A878808,*Xeno,07/23/2023 06:07:00 PM,Jul 2023,02/10/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Black
A878807,*Sukie,07/23/2023 06:14:00 PM,Jul 2023,02/10/2023,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Blue
A884889,Cheshire,07/23/2023 07:02:00 PM,Jul 2023,05/02/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A885356,Ralphie,07/24/2023 08:23:00 AM,Jul 2023,07/18/2021,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A885564,,07/24/2023 08:23:00 AM,Jul 2023,07/21/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Blue Tabby
A884906,,07/24/2023 01:25:00 PM,Jul 2023,07/10/2015,Transfer,Partner,Cat,Intact Male,8 years,Domestic Shorthair,Blue
A885127,,07/24/2023 01:25:00 PM,Jul 2023,07/13/2021,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Medium Hair,Brown Tabby
A884920,Sherbert,07/24/2023 01:26:00 PM,Jul 2023,07/10/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White
A880524,*Iris,07/24/2023 02:28:00 PM,Jul 2023,04/10/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair,Torbie
A880361,*Zeus,07/24/2023 02:39:00 PM,Jul 2023,05/01/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Cream Tabby
A883001,Shadow,07/24/2023 03:02:00 PM,Jul 2023,06/13/2012,Adoption,Foster,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Black/White
A882504,*Chocolate Eclair,07/24/2023 03:12:00 PM,Jul 2023,04/28/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A884958,Pepper,07/24/2023 03:13:00 PM,Jul 2023,07/11/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A883192,*Brick,07/24/2023 03:18:00 PM,Jul 2023,05/02/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A881880,*Nemo,07/24/2023 03:21:00 PM,Jul 2023,04/13/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
A884079,*Opal,07/24/2023 03:35:00 PM,Jul 2023,04/28/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A884318,Rocket,07/24/2023 04:25:00 PM,Jul 2023,04/01/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A882742,Dino,07/24/2023 04:26:00 PM,Jul 2023,04/24/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A882011,Captain Rex,07/24/2023 04:53:00 PM,Jul 2023,04/24/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A885034,Zeus,07/24/2023 05:12:00 PM,Jul 2023,04/24/2023,Adoption,,Cat,Neutered Male,2 months,Siamese,Seal Point
A885035,Leo,07/24/2023 05:13:00 PM,Jul 2023,04/12/2023,Adoption,,Cat,Neutered Male,3 months,Siamese,Flame Point
A883576,Lando,07/24/2023 05:23:00 PM,Jul 2023,04/24/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A884086,Levi,07/24/2023 05:23:00 PM,Jul 2023,05/18/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A885705,,07/24/2023 05:29:00 PM,Jul 2023,07/21/2023,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Black/White
A885706,,07/24/2023 05:29:00 PM,Jul 2023,07/21/2023,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,Brown Tabby
A884262,Bonnie,07/24/2023 05:30:00 PM,Jul 2023,06/30/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue
A885707,,07/24/2023 05:30:00 PM,Jul 2023,07/21/2023,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Black
A885708,,07/24/2023 05:30:00 PM,Jul 2023,07/21/2023,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,White/Brown Tabby
A885036,Monkey,07/24/2023 05:32:00 PM,Jul 2023,04/24/2023,Adoption,,Cat,Spayed Female,2 months,Siamese,Tortie Point
A883577,Rotisserie Chicken,07/24/2023 05:40:00 PM,Jul 2023,05/02/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,White/Brown Tabby
A878897,*Tish,07/24/2023 05:46:00 PM,Jul 2023,02/15/2023,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A884649,Tuhechi,07/24/2023 05:53:00 PM,Jul 2023,05/09/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A885323,Nimbus,07/24/2023 05:53:00 PM,Jul 2023,05/04/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A881190,Vivian,07/24/2023 06:01:00 PM,Jul 2023,05/18/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Tortie
A882981,*Ophelia,07/24/2023 06:03:00 PM,Jul 2023,06/12/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A884411,Sugar Cookie,07/24/2023 06:20:00 PM,Jul 2023,04/24/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White
A883314,Kit,07/24/2023 06:29:00 PM,Jul 2023,04/22/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,White/Brown Tabby
A879278,*Mayfly,07/24/2023 06:53:00 PM,Jul 2023,04/05/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Black
A885336,Patches,07/25/2023 11:28:00 AM,Jul 2023,07/18/2019,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair,Brown Tabby/White
A882828,*George,07/25/2023 11:54:00 AM,Jul 2023,05/08/2023,Adoption,,Cat,Intact Male,2 months,Domestic Longhair,Brown Tabby/White
A877106,*Fiona,07/25/2023 12:18:00 PM,Jul 2023,03/04/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A885741,885741,07/25/2023 12:53:00 PM,Jul 2023,03/25/2023,Transfer,Partner,Cat,Intact Male,4 months,Siamese/Domestic Shorthair,Flame Point/White
A885479,Nismo,07/25/2023 01:01:00 PM,Jul 2023,07/20/2013,Adoption,,Cat,Spayed Female,10 years,Domestic Longhair,Blue/White
A880462,*Mica,07/25/2023 02:30:00 PM,Jul 2023,04/02/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A882079,*Wheatie,07/25/2023 02:34:00 PM,Jul 2023,03/03/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Blue Tabby
A880849,*Nectarine,07/25/2023 03:24:00 PM,Jul 2023,07/16/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby
A885527,Cooper,07/25/2023 03:34:00 PM,Jul 2023,05/25/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Blue Tabby
A885525,,07/25/2023 03:56:00 PM,Jul 2023,05/25/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Black
A884666,Willow,07/25/2023 04:07:00 PM,Jul 2023,07/06/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair,Tortie
A884842,Jax,07/25/2023 04:35:00 PM,Jul 2023,05/09/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A882084,Specter,07/25/2023 04:49:00 PM,Jul 2023,05/05/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A884965,Nova,07/25/2023 04:59:00 PM,Jul 2023,04/25/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Brown Tabby
A881215,Bandit,07/25/2023 05:07:00 PM,Jul 2023,05/18/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue Tabby
A882086,*Spirit,07/25/2023 05:11:00 PM,Jul 2023,05/05/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A882812,Tag,07/25/2023 05:24:00 PM,Jul 2023,04/26/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A882811,Seek,07/25/2023 05:24:00 PM,Jul 2023,04/26/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A880359,*Dash,07/25/2023 05:53:00 PM,Jul 2023,05/01/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A884857,Toby,07/25/2023 06:04:00 PM,Jul 2023,03/25/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Blue/White
A881984,Lupe,07/25/2023 06:21:00 PM,Jul 2023,04/21/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Black
A884843,Izzy,07/25/2023 06:31:00 PM,Jul 2023,05/09/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A884406,,07/25/2023 06:39:00 PM,Jul 2023,04/17/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White
A882741,Panque,07/25/2023 06:49:00 PM,Jul 2023,04/15/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A883552,*Dolly,07/25/2023 06:58:00 PM,Jul 2023,05/02/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A885612,Bronco,07/26/2023 09:19:00 AM,Jul 2023,07/22/2016,Died,In Kennel,Cat,Neutered Male,7 years,Domestic Shorthair,Brown Tabby
A877107,*Shrek,07/26/2023 02:38:00 PM,Jul 2023,03/04/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A885528,*Purr Purr,07/26/2023 04:23:00 PM,Jul 2023,05/25/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A885860,,07/26/2023 04:40:00 PM,Jul 2023,07/04/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Torbie
A885859,,07/26/2023 04:41:00 PM,Jul 2023,07/04/2023,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Black/White
A882087,Sumi,07/26/2023 05:24:00 PM,Jul 2023,05/05/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A881713,Ruby June,07/26/2023 05:34:00 PM,Jul 2023,05/25/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A882014,Chanel,07/26/2023 05:45:00 PM,Jul 2023,04/15/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue
A881685,Cthulhu,07/26/2023 05:51:00 PM,Jul 2023,05/01/2023,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby
A882657,Leche,07/26/2023 06:17:00 PM,Jul 2023,02/14/2023,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Black/White
A882658,Zoro,07/26/2023 06:17:00 PM,Jul 2023,02/19/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair,Blue
A885486,Wednesday,07/26/2023 06:19:00 PM,Jul 2023,04/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A869924,,07/26/2023 06:51:00 PM,Jul 2023,11/28/2020,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair,Blue/White
A885756,,07/27/2023 08:15:00 AM,Jul 2023,07/25/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair Mix,Black
A885895,A885895,07/27/2023 02:34:00 PM,Jul 2023,07/05/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue Tabby
A885896,A885896,07/27/2023 02:34:00 PM,Jul 2023,07/05/2023,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby
A885897,A885897,07/27/2023 02:35:00 PM,Jul 2023,07/05/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue Tabby
A885899,A885899,07/27/2023 02:35:00 PM,Jul 2023,07/05/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby
A885894,A885894,07/27/2023 02:35:00 PM,Jul 2023,07/05/2023,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby/Tan
A885901,A885901,07/27/2023 02:36:00 PM,Jul 2023,07/05/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby
A885900,A885900,07/27/2023 02:36:00 PM,Jul 2023,07/05/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby
A885188,Ethan,07/27/2023 05:25:00 PM,Jul 2023,03/30/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Blue
A880204,Freya,07/27/2023 06:24:00 PM,Jul 2023,04/20/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A884259,A884259,07/28/2023 12:00:00 AM,Jul 2023,04/30/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A885526,,07/28/2023 11:56:00 AM,Jul 2023,05/25/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A881699,*Smokey,07/28/2023 03:39:00 PM,Jul 2023,05/25/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue Tabby
A885936,A885936,07/28/2023 04:18:00 PM,Jul 2023,05/27/2023,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair,Gray Tabby/White
A884841,*Louie Xvi,07/28/2023 04:18:00 PM,Jul 2023,05/09/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A884900,Donut,07/28/2023 04:45:00 PM,Jul 2023,04/10/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby
A883189,Phoebe,07/28/2023 04:54:00 PM,Jul 2023,05/02/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A883190,Lucy,07/28/2023 05:00:00 PM,Jul 2023,05/02/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A882767,Jupiter,07/28/2023 05:13:00 PM,Jul 2023,04/08/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A885315,*Bonnie,07/28/2023 05:21:00 PM,Jul 2023,04/17/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A884258,A884258,07/28/2023 05:26:00 PM,Jul 2023,04/30/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A885716,,07/28/2023 05:56:00 PM,Jul 2023,06/12/2023,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A883803,Frosty,07/28/2023 06:35:00 PM,Jul 2023,05/14/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A884648,Crystal,07/29/2023 07:30:00 AM,Jul 2023,05/09/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A879297,*Zoey,07/29/2023 07:31:00 AM,Jul 2023,03/28/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Tortie
A882092,*Lolli,07/29/2023 07:53:00 AM,Jul 2023,05/05/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A885775,,07/29/2023 08:46:00 AM,Jul 2023,04/10/2023,Died,In Kennel,Cat,Intact Male,3 months,Domestic Shorthair,Blue/White
A883626,A883626,07/29/2023 09:41:00 AM,Jul 2023,04/25/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair,Brown Tabby/White
A886000,69 Grams,07/29/2023 01:18:00 PM,Jul 2023,07/27/2023,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair,Black/White
A886001,103 Grams,07/29/2023 01:18:00 PM,Jul 2023,07/27/2023,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair,Orange/White
A881203,*Liverpool,07/29/2023 01:29:00 PM,Jul 2023,03/31/2023,Adoption,Offsite,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A885038,*Antoinette,07/29/2023 02:45:00 PM,Jul 2023,04/12/2023,Adoption,Offsite,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A886046,160 Grams,07/29/2023 05:18:00 PM,Jul 2023,07/15/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A886048,132 Grams,07/29/2023 05:18:00 PM,Jul 2023,07/15/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby
A886047,200 Grams,07/29/2023 05:18:00 PM,Jul 2023,07/15/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby
A886050,187 Grams,07/29/2023 05:19:00 PM,Jul 2023,07/15/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A886052,174 Grams,07/29/2023 05:19:00 PM,Jul 2023,07/15/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Black
A886051,177 Grams,07/29/2023 05:19:00 PM,Jul 2023,07/15/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A886049,175 Grams,07/29/2023 05:19:00 PM,Jul 2023,07/15/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby
A880070,*Cosette,07/30/2023 12:25:00 PM,Jul 2023,03/29/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Tortie
A880069,*Alzema,07/30/2023 12:26:00 PM,Jul 2023,03/29/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Tortie
A880639,*Gabby,07/30/2023 12:37:00 PM,Jul 2023,04/05/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Longhair,Brown Tabby
A882519,,07/30/2023 12:37:00 PM,Jul 2023,04/02/2023,Adoption,Foster,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/White
A884325,A884325,07/30/2023 01:00:00 PM,Jul 2023,04/16/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Blue/White
A880842,*Spike,07/30/2023 01:41:00 PM,Jul 2023,04/14/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A885039,*Heloise,07/30/2023 01:43:00 PM,Jul 2023,04/29/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A881201,Mr. Mr.,07/30/2023 01:45:00 PM,Jul 2023,03/31/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A882649,*Katarina Witt,07/30/2023 02:58:00 PM,Jul 2023,04/07/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White
A885833,,07/30/2023 03:34:00 PM,Jul 2023,07/26/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Longhair,Brown Tabby
A885835,,07/30/2023 03:35:00 PM,Jul 2023,06/29/2023,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Longhair,Gray Tabby/Black
A885837,,07/30/2023 03:35:00 PM,Jul 2023,06/29/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Longhair,Gray Tabby/Black
A885836,,07/30/2023 03:35:00 PM,Jul 2023,06/29/2023,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Longhair,Gray Tabby/Black
A881618,Missy,07/30/2023 05:02:00 PM,Jul 2023,02/24/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair,Brown Tabby/White
A885166,*Elena,07/30/2023 05:17:00 PM,Jul 2023,04/27/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie/White
A883633,*Cheeto Puffs,07/31/2023 10:52:00 AM,Jul 2023,06/21/2012,Adoption,Foster,Cat,Neutered Male,11 years,Domestic Medium Hair,Orange Tabby/White
A885960,,07/31/2023 11:21:00 AM,Jul 2023,07/28/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black/White
A882672,*Pippi,07/31/2023 12:04:00 PM,Jul 2023,04/21/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A882673,*Peter,07/31/2023 12:05:00 PM,Jul 2023,04/21/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A882674,*Pauly,07/31/2023 12:06:00 PM,Jul 2023,04/21/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A881202,*Everton,07/31/2023 01:32:00 PM,Jul 2023,03/31/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White
A884888,,07/31/2023 02:22:00 PM,Jul 2023,04/20/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A886116,Nicha,07/31/2023 03:05:00 PM,Jul 2023,07/31/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A883134,*Mocha,07/31/2023 04:04:00 PM,Jul 2023,02/19/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Black/White
A882010,Pickles,07/31/2023 04:43:00 PM,Jul 2023,04/15/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A885033,Pepper,07/31/2023 04:51:00 PM,Jul 2023,07/12/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A881493,*Quentin Baby Kitty,07/31/2023 05:00:00 PM,Jul 2023,04/16/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A880901,*Splendor,07/31/2023 05:30:00 PM,Jul 2023,05/15/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White
A881976,*Narcissa,07/31/2023 06:25:00 PM,Jul 2023,04/21/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A882511,*Handsome Harlan,08/01/2023 11:09:00 AM,Aug 2023,04/16/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A884082,*Sassy,08/01/2023 12:00:00 PM,Aug 2023,04/28/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,White/Calico
A878671,*Dottie,08/01/2023 12:11:00 PM,Aug 2023,04/14/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Calico
A878659,*Bernadette,08/01/2023 12:57:00 PM,Aug 2023,04/14/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Black/White
A886032,Kahn,08/01/2023 01:12:00 PM,Aug 2023,07/29/2015,Return to Owner,,Cat,Neutered Male,8 years,Domestic Shorthair,Orange Tabby/White
A882005,*Daegol,08/01/2023 02:46:00 PM,Aug 2023,05/30/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A883194,*Bubbles,08/01/2023 02:52:00 PM,Aug 2023,05/02/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A880042,,08/01/2023 03:09:00 PM,Aug 2023,04/11/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A883010,,08/01/2023 03:22:00 PM,Aug 2023,05/19/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A883007,,08/01/2023 03:23:00 PM,Aug 2023,05/19/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A882671,*Theo,08/01/2023 03:27:00 PM,Aug 2023,05/07/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A884793,*Luna,08/01/2023 03:28:00 PM,Aug 2023,07/08/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Black/White
A883008,,08/01/2023 03:29:00 PM,Aug 2023,05/19/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A877352,*Princess Leia,08/01/2023 03:34:00 PM,Aug 2023,02/16/2023,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Brown Tabby
A880041,Pickles,08/01/2023 03:39:00 PM,Aug 2023,04/11/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A883374,*Sparkles,08/01/2023 03:43:00 PM,Aug 2023,05/10/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico/White
A877628,*Samuel,08/01/2023 03:48:00 PM,Aug 2023,03/27/2023,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby
A880039,,08/01/2023 04:02:00 PM,Aug 2023,04/11/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
